ID,clean_tweet,true_label,predicted_label,probability_of_hateful
3936,  think mans cheating bitches house wifi connects,1,1,0.9999999999999991
474,looking forward seeing tonight,0,0,0.01245560645678336
3132,americans hire white trash ties international terrorism police officers,1,0,0.021000122305901564
764,punished anger punished anger,0,1,0.7977426706632659
6322,  tommy voeckler keeps yellow andy schleck break tour contador broken incredible day,0,0,6.559682021874686e-19
6606,black people live entirely different world peaches cream apparently rose colored glasses,0,0,1.5637248800708338e-09
2023,boys use drill,1,1,0.6766344155770286
1426,thankful palm trees,0,0,3.519073600110695e-14
2935,cop,1,1,0.7521558177917
6207,  need moment appreciate noble guinea pig ste unk dragon wings  tcoseryx9v,0,0,4.451494203606573e-19
2466,latest knitting clio daily thanks,1,0,0.00040630474316495716
2760,despite demoralizing 2016 ur free positive,1,0,0.000783723869978334
1371,damn years later weve literally country stop shootings happening,0,0,0.013856884561055435
4547,like doubt plays got lot big man rotation committed bosh bird mcbob   shawne,0,0,6.307312099499439e-08
5075,revisit idea teams playing like game  ,0,0,8.006993828415687e-09
2860,denied civil rights religion,1,1,0.9994875284832637
4221,let play entire inning thats fitting,0,0,9.923366503110992e-06
6273,  release day gift yes adorable bumblebee bear  tcosc3ajxcirb,0,0,1.6097423448579215e-22
4353,forget salute trash guy bad war cairo ii sympathize w pockistan gays hu ing morale thanks king,0,0,0.22747180116940874
6076,  thought raining sound roof birds exploding heat,0,0,2.925132249064152e-13
4946,fingers crossed chug chug chug lol,0,0,0.11670244897813159
2620,defeat ugly prejudice,1,0,0.40982469259255966
6834,wont catch sneak dissing thats fo birds,0,1,0.9999999999741209
3797,  sta ed fuckin bitches believe horoscope saythey believe dumbass horoscopes gunna bel,1,1,0.9999999999879663
4693,liked day bird got classroom,0,0,0.006151877896070668
1587,id posted flag logo 2008 id called forced bake cake dancers elitist asses,1,1,0.9999889256977107
3928,  shoot em shit cool gimme shit play bitches niggagimme jiggy shit,1,1,1.0
4166,fit lads nice gear  tcothnxx1lc1m scally lads n trainers,0,0,0.00016749253365760383
6172,  deep fried oreos  tcoqudw3wqd7r,0,0,1.3999768426390851e-15
3687,  ima beat yo lil young ass quick plyin hoe,1,1,1.0
504,3 days,0,0,0.000337497640252967
1719,leads violence,1,0,0.4605070142478605
2229,jews gt,1,0,3.5420559157216856e-05
3536,aint mad bitches thats hoes,1,1,1.0
4948,dont hunt birds count shooting dove season power line bb gun,0,0,6.08153494139859e-17
3833,  bitch  tcofcqfdki4zn,1,0,1.7385139516141297e-07
186,house price index rose previous 62to 69,0,0,4.3741782488206734e-07
4163,swears im man easily easily austin nip,0,1,0.8317525129033798
535,enroute marinabaysands dinner,0,0,1.0241049792951834e-06
2115,hope,1,0,5.748511359981239e-05
5614,seen tinted yellow tongue ate lemon jolly rancher,0,0,5.100989037965476e-05
4358,searches yellow pages app nearest jack box,0,0,1.116244721394478e-11
5142,nickname tator tator tot tightey whitey whitey jr taylor whitey pants agent ti  tcoxlbhdjfbf4,0,0,1.789397941903392e-11
6418,  ive talked trash ou lose today,0,1,0.9894584635264243
5573,gusta pollo espa lol,0,0,0.06020749326884931
737,pay relationship fully innocent remember words create feelings,0,0,0.008541014612361723
3533,come wont pray find time bitch,1,0,0.03284720761955847
1941,today 1000,1,0,0.003998319485925628
2796,nope struggling observation,1,0,0.010075437220458196
6106,  dont care pretty personality trash men going treat accordingly thats tru,0,1,0.9999999999999862
933,34th xabi,0,0,0.00022224811948443833
3752,  fw grown hoes,1,1,0.9999999999999996
2958,youre fucking gay blacklisted hoe holding  tcoxuccwoetmn,1,1,0.9999999999986304
2463,names women best nude blonde teenagers,1,1,0.9996023941265787
1658,victim adam saleh refers black people abeed slaves sketches,1,1,0.9764116930216491
4740,need sta  mcbob williams shoot let play bird,0,0,1.589344355396042e-08
6501,  wear beanies winter long bandanas till summer,0,0,1.1696549061101675e-08
394,look find today 5 bring movies 10,0,0,0.0005728973070756689
5887,  found oreo pocket thanks looking xx,0,0,2.2293736007190732e-07
3600,ima pull eat pussy dip,1,1,1.0
6278,  school admins hungry kids lunch   throw trash lunch funds arent paid thatll teach em  tc,0,1,0.9991345597206513
1211,got pre sale tickets morning itll 7 year old daughters fo conce,0,1,0.9953969135628548
2742,fuck yo assholes dumb mafuckas,1,1,1.0
1502,msg business end,1,0,0.00032149592685288116
2665,tragic 4 white americans prompts 2 vote 4 candidates slash ow,1,0,0.0006465220744261413
2689,monster law republican lawmakers disenfranchised black voters near surgical precision,1,0,0.0002972511557931856
4491,nudes trash,0,1,0.9999999999999991
6353,  statement thought realize makes sense think abo,0,0,0.2634695420274453
3028,kill ugly ass monkey looking shit,1,1,1.0
3782,    got interest tall skinny model bitches like women ass   hips,1,1,0.9999999999999987
3124,u mad search bar search stupid niggers   hop somebodys head mention lol,1,1,1.0
5303,mushroom mountainonce twice whos countinbut nothin comparesto blue   yellow purple pills  tcofmjlvmeqdo,0,0,4.392578183469224e-13
3482,dumb bitch dont know colors,1,1,0.9999999999996247
735,clearly overoptimistic learning torn hand fk u lov u,0,1,0.5214570954826592
6419,  yes yes know fob reconciliation idea youre welcome,0,0,0.06912700179606772
322,need course stream work today pssst download,0,0,0.06259314356325972
4077,cant treat hoes like ladies,1,1,0.999999999999994
3543,curved yo bitch welcome,1,1,0.9999999999976905
4777,im wexican,0,1,0.9998074422118487
409,attack bull chase leave lot despite fact youre strong source,0,0,5.073517853713475e-05
2169,end,1,0,0.3447166107289512
1091,gave away wings sad fly antonio porchia,0,0,6.4360531702834465e-12
4013,hoes gettin replaced soon sta  fuck wit cheques,1,1,0.9999999999999996
2274,ends 2016 hopeful message music industry,1,0,4.660623015016597e-09
4975,uhh messi trash im flattered games scorre,0,1,0.9999996359445329
2334,prince charles offers danger robinson aint wrong,1,0,0.0016819222768514508
170,come poster xxx,0,1,0.9906533458465027
2388,word factory race denial prevents healing 13,1,0,0.0010103607643589742
6502,  im date yankee field getting kiss cam,0,1,0.9999848591309798
436,makes day gives fab loves work latest,0,0,5.264835097641965e-12
539,natural,0,1,0.6030745037965718
2477,haha great,1,0,0.0002189425245160979
1043,day lets today special kids ages,0,0,1.1177892859273911e-08
5103,charlie sheen wants return half men  tcokvmdogdclq,0,0,5.4664012231222613e-08
5370,luv watching gas monkey havin classics,0,1,0.9942865234134487
4797,hes plate game tonight az im looking buy red yellow balkamania shi  tear,0,0,0.47844748799946896
5160,early bird gets worm,0,0,1.4270592319477924e-12
4405,like dark light carmel white red tan yellow blue purple green doesnt matter color,0,0,1.6044765052407444e-11
3054,yall hire colored folk work half da day throw da mail da sewer aint,1,1,1.0
1619,truly sad lot working class men resent offered help woman evolution lot,1,1,0.9975341796587393
2940,atk porn pics representations women mens alcohol ads,1,1,0.9999999999999278
4702,help cant handle uppers cripples plus moderation isnt taken consideration itll bad,0,1,0.8177325507477705
180,fathers day,0,0,0.0003536174940998217
577,5 stars love   friendship starring,0,0,7.572450030410392e-14
1098,state 177 million eligible voters 32 million bothered vote,0,0,1.9365772998165996e-07
2816,unsatisfied moved nuclear terror new,1,0,3.244519073768854e-07
765,wait new place,0,0,1.5627313621328086e-07
1666,tremendous oppounity country 75 years ove tax breaks corps,1,0,3.5274223461883533e-06
6536,  whos blame yankees underperformance year umps management ebola outbreakhow bout player,0,0,0.11447964502524831
5522,lakers purple yellow garbage,0,1,0.9651612718017039
1722,83 year old man young teach sexism women,1,1,0.9999999985917356
6280,  coming 515a charlie bakers c aign admits wrong emotional fisherman story w,0,0,9.353335884762147e-11
6860,yeah   complete stadium lead red sox 31,0,0,2.301166018093153e-12
3552,gwop bitch remember,1,1,0.9999999907561065
5835,  gracias por jugar con el corazon ahora ganarle los yankees  tco3fytvuznzb,0,0,2.6333218976351156e-14
169,hanging daddys new school masons cove elementary,0,1,0.9980547958128432
707,greatest gift came god dad,0,0,1.7041068625999477e-06
1579,1 want fight p,1,1,0.9999729231127236
5082,cardinals score 1st lead 10 3rd birds base,0,0,3.0871319468525046e-07
1104,seek woh knowing known anon,0,1,0.9545683207514087
6086,  primes mj dominated lbj 1 1 mentally tougher mjs trash talk unn,0,0,2.2294447590518458e-07
4839,yes true reagan firstike wouldnt president supreme allied commander,0,0,7.847172440066243e-10
2580,openly total graceless goodbye americas black president,1,1,0.6554205935926686
5438,im big uncle tom slur reserve earn dare vote dem,0,1,0.9999999941078139
3356,bitch going nawl,1,1,0.9999999999999993
473,yes sadly easy wins awhile,0,0,4.505939671638555e-08
1510,celebrate,1,0,0.0003754898650188088
6129,  greatest job world got chance sho stop new york yankees derek jeter  ,0,0,9.743594174553026e-12
1154,balade,0,0,0.021431391029636968
1787,islamic extremism kills tens thousands people year,1,0,2.7581524165082603e-06
3856,  single life hitting zero like dont want hoes,1,1,0.9999997470146147
4248,rough mock base eventually ashtray tiki ti  tco8ze8aqy0,0,0,8.578943784466957e-18
6900,dblite works like charm openw  arduino yun test coverage gyp version rarely  stco4jrj1ezc1s,0,0,8.067398527902466e-23
4554,penguins bird puppy bowl,0,0,9.456892913169557e-12
5654,mans trash anothers transformer  tcolpynvqwxxx,0,0,8.557650494511652e-07
6109,  week trash,0,1,0.9999984107811207
5286,homemade soup good vegetables crackers  tcolirwgwkdze,0,0,5.707824451221406e-09
5673,day care im taking kitty nap hosers,0,0,0.00688446555988107
4928,ill guys later gotta bake blood crackers,0,1,0.9982308736178716
2179,freaking nasty rotten people monsters release domnica going pay let free,1,1,0.9999999987863597
4765,cowboy killers,0,1,0.5615981366565179
2305,systemic humanity human power reinforced minute,1,0,0.00021164348017395747
2926,police horribly hyperviolent raids,1,0,4.622135231010368e-12
5881,  reasons mermaid periods pants perfect hair u lure men deathalso free clam,0,1,0.7235910301131119
1563,team     combat,1,0,6.779978638015376e-09
4048,whats shit posting pic slipdont flatter stupid ass bitches,1,1,1.0
6574,dumb stump sarah mocks obama  tcoqwxb4wbfzq,0,1,0.7836271357129966
6545,real basketball players disappointed throw trash miss,0,1,0.9956300238513733
1413,imagine day engineers forced use laptop,0,0,0.4748764542206959
1222,tiny crooked thumb,0,1,0.9901148461619497
1116,lovely day come home food cooking slow cook,0,0,2.9800384978670346e-10
4691,father born nanticoke attended lehigh im ct yankee love pennsylvania dutch cooking,0,1,0.896118855300309
3780,  like youre bitch bitch cuz got flower emojis tweets doesnt mean youre som,1,1,1.0
5660,blood satisfy hungry flames r charlie brown,0,0,0.000769336354659798
3940,  shit aint shit bitch,1,1,0.9999999999999998
81,bihday peter g possibly nicest man great day,0,0,4.740773920867235e-11
6639,thank charlie happy thursday,0,0,9.956346746798054e-09
3593,dont know yo bitch tuat aint bitch im sayin,1,1,1.0
4992,homeless dog living trash pile gets rescued amazing share  tcoszpstdxmn6,0,0,5.967702312332438e-16
3271,tell yall im trying turn bayou classic bitch got id,1,1,0.9999999999999993
96,wobbles 11270 session tops,0,0,3.422432216948864e-05
5930,  alec baldwin mocks harrisperry cry forgiven transgressions  tco9oq5gtpmxx,0,0,1.9662757782838884e-15
1057,im probably going youtube video today,0,0,0.37407131585312486
3108,hate dumb bitches,1,1,0.9999999999999991
5698,posted new song guala  tcotbpouto6zr  tcoy1rpitkiaf,0,0,5.438892099206356e-13
5457,dempster look like theyre getting older bring youth,0,0,0.02983783782079558
3556,got respect hoe shit,1,1,1.0
2304,1 house order 2 returning stolen land,1,0,0.05579709402221377
6472,  like walking dead carl talking birds zombie attack  tcouocspykssc  t,0,0,2.52493448394772e-17
5529,lets fanscallers wanted run heavily dink dunk doesnt work great cant extra yrds,0,0,2.5633442063184916e-07
6111,  rosecolored glasses come want true love happens,0,0,7.089616336335442e-13
3309,spurs bitch thats team dont want problems,1,1,0.9999950562168114
4657,fuzzy dice nicest thing car lol,0,0,0.000174508812468919
4510,guess whos eating cracker b,0,1,0.9999999880558282
2944,cant wait u   admin hang,1,1,0.8154294126167726
6989,trash  tcooedkehyyxj,0,0,2.4315340915794216e-09
6890,cant decide wear yellow rain boots purposes black   yellow errrrything,0,0,9.814655054812218e-06
6159,  people vote charlie crist michelle nunn founders right vote constitut,0,0,6.355612102841571e-09
3382,bitch w dick,1,1,1.0
5854,  hes trash   early austin rivers draft bust,0,0,6.326966844524683e-05
5839,  set hoping birds perched  tcoodhq52qile,0,0,8.101872510132056e-19
3214,real life online follow sorry folks cause look like border hopper dont mean born raised,1,1,0.9999999999997027
3484,everybody fucking everybody bitch shit thats life,1,1,0.9999999999996081
2544,thats,1,1,0.9999551282839215
3612,kiss imo conductor 430 cou esy bitch,1,1,0.9999999998984694
4437,sounds like holding infoyankee shill,0,1,0.9999991636275708
6680,jig,0,1,0.9977191271314998
458,ab fab movie released soon wonder weve cut,0,0,5.7216455942696065e-08
4031,told bitch dont wanna eat im money hungry,1,1,1.0
6847,yall know skip bayless slit wrists romo lol,0,1,0.9999943854813345
4602,im proud wacko bird bout,0,1,0.9999999993395048
697,7 par 5 things falling apa tracker break,0,0,3.221613019901121e-11
1738,heres collection coverage womenrelated issues,1,0,0.35348590239057814
3528,got channing tatum bitchim,1,1,0.970134018872666
1434,im afraid imma need longer sessions normal sessions loool,0,0,8.745168394443037e-07
5702,pretty yankees thing id lose alcs year live detroit miss real steinbrenner,0,0,1.0034033182922517e-13
3480,driving fucktardmobile tranny slips  tco8e3kxegmjo,1,0,3.4179302965112625e-05
6378,  vice president biden   wife florida today stump democrat charlie crist bid governor,0,0,1.6851325303554715e-13
470,going grow bigtime hillary indicted seen ineptness political pay,0,1,0.9952455709874689
5913,  knicks trash melo signed money dont care good winning team,0,1,0.983684106470153
2168,sorry,1,1,0.765555787938455
5704,r b trash compared early 2000s,0,1,0.9999995749792591
2955,ouuh fuck,1,1,0.999999999994458
5331,hate wake early morning drink fact cold yellow gatorade fridge gets happy,0,0,7.002231693302153e-09
6931,ion like papoose went lol,0,0,0.09147763490713227
3209,fat dykes want vomit,1,1,0.9999999999995786
6907,esco  missions games universally trash,0,1,0.9190148453495964
5290,bout redskins,0,0,0.2689120384713474
3207,faggot  tcotkpokv3ncd,1,0,7.774480230325971e-08
1741,hell juan decide kellyann raise kids work weve years cant stand,1,1,0.9925733935918312
5027,want absolutely amazing deliciously fresh perfect monkey bread,0,0,9.110821562447118e-06
4032,took yo bitch gave bad,1,1,0.9999999999999993
3151,  bromance pat ant real fuck faggot,1,1,0.9999999995388551
2338,indianapolis colts black cheerleader hugs boy slur class,1,0,8.40365965252949e-05
1601,3 officers fired target practice jokes,1,0,3.3049109164344766e-07
62,animals hat chill content bucket polar bear,0,0,5.115594769802006e-09
5327,froyo brownies dinner tonight adult making executive decisions,0,0,3.3767514759902377e-06
5578,mentions probably look like septic tank   ahead meme  tco2qttvwwicy  tco72imb6rfzn,0,0,2.532992520520396e-11
1401,meeting houseofpriory today discuss mens range tees,0,0,4.2096682018234353e-07
958,night long yeah,0,0,0.005029258378716501
1245,interviewed 3x fbi able buy assault rifles sickening dont understand,0,1,0.8988894376981551
834,nice afternoon park,0,0,1.056985444914032e-12
4503,amos 33 walk agreed,0,0,6.857043740713031e-07
4332,best asian massage park slope rated spa 7186220221 24  tconkvy9nwyzj,0,0,1.210000518766652e-14
4667,pulled pocket constitution bring man mocked mccains wackobirds comment hahaha,0,1,0.9999996830627668
